"","x"
"month0",1904
"month1",1844
"month2",1731
"month3",1688
"month4",1483
"month5",1313
"month6",1608
"month7",1697
"month8",1909
"month9",1991
"month10",2182
"month11",2214
"month12",2388
"month13",2417
"month14",2451
"month15",2534
"month16",2547
"month17",2614
"month18",2594
"month19",2627
"month20",2620
"month21",2610
"month22",2711
"month23",2667
"month24",2557
