"","x"
"month0",1750
"month1",1731
"month2",1712
"month3",1691
"month4",1675
"month5",1633
"month6",1594
"month7",1707
"month8",1761
"month9",1728
"month10",1751
"month11",1795
"month12",1870
"month13",1815
"month14",1743
"month15",1811
"month16",1820
"month17",1765
"month18",1740
"month19",1776
"month20",1810
"month21",1786
"month22",1762
"month23",1719
"month24",1749
