"","x"
"month0",255
"month1",274
"month2",214
"month3",200
"month4",225
"month5",213
"month6",224
"month7",250
"month8",305
"month9",292
"month10",334
"month11",300
"month12",352
"month13",305
"month14",351
"month15",347
"month16",378
"month17",350
"month18",382
"month19",342
"month20",334
"month21",391
"month22",380
"month23",387
"month24",382
