"","x"
"month0",293
"month1",283
"month2",230
"month3",220
"month4",228
"month5",168
"month6",203
"month7",184
"month8",158
"month9",188
"month10",165
"month11",149
"month12",158
"month13",186
"month14",176
"month15",156
"month16",171
"month17",162
"month18",159
"month19",180
"month20",145
"month21",174
"month22",148
"month23",145
"month24",197
