"","x"
"month0",1773
"month1",1736
"month2",1676
"month3",1660
"month4",1655
"month5",1576
"month6",1570
"month7",1706
"month8",1722
"month9",1707
"month10",1730
"month11",1782
"month12",1729
"month13",1602
"month14",1461
"month15",1491
"month16",1486
"month17",1436
"month18",1474
"month19",1503
"month20",1622
"month21",1603
"month22",1570
"month23",1607
"month24",1602
