"","x"
"month0",1977
"month1",1923
"month2",1767
"month3",1608
"month4",1475
"month5",1419
"month6",1319
"month7",1333
"month8",1225
"month9",1319
"month10",1271
"month11",1314
"month12",1326
"month13",1315
"month14",1259
"month15",1204
"month16",1199
"month17",1217
"month18",1113
"month19",1213
"month20",1164
"month21",1179
"month22",1149
"month23",1178
"month24",1312
