"","x"
"month0",361
"month1",289
"month2",288
"month3",253
"month4",228
"month5",202
"month6",273
"month7",305
"month8",333
"month9",369
"month10",384
"month11",433
"month12",428
"month13",457
"month14",485
"month15",534
"month16",519
"month17",501
"month18",526
"month19",564
"month20",593
"month21",599
"month22",599
"month23",620
"month24",654
