"","x"
"month0",862
"month1",851
"month2",921
"month3",904
"month4",831
"month5",820
"month6",745
"month7",810
"month8",821
"month9",794
"month10",719
"month11",796
"month12",828
"month13",824
"month14",781
"month15",808
"month16",843
"month17",765
"month18",840
"month19",821
"month20",756
"month21",819
"month22",827
"month23",777
"month24",908
