"","x"
"month0",910
"month1",858
"month2",716
"month3",640
"month4",539
"month5",437
"month6",608
"month7",732
"month8",901
"month9",939
"month10",1068
"month11",1198
"month12",958
"month13",831
"month14",727
"month15",538
"month16",515
"month17",397
"month18",505
"month19",647
"month20",773
"month21",963
"month22",951
"month23",1120
"month24",1116
