"","x"
"month0",385
"month1",325
"month2",283
"month3",285
"month4",229
"month5",250
"month6",224
"month7",225
"month8",223
"month9",240
"month10",213
"month11",216
"month12",203
"month13",222
"month14",199
"month15",234
"month16",196
"month17",226
"month18",225
"month19",236
"month20",209
"month21",244
"month22",212
"month23",238
"month24",266
