"","x"
"month0",891
"month1",884
"month2",935
"month3",924
"month4",904
"month5",923
"month6",868
"month7",1016
"month8",1037
"month9",1092
"month10",1063
"month11",1152
"month12",1208
"month13",1200
"month14",1201
"month15",1273
"month16",1288
"month17",1283
"month18",1329
"month19",1355
"month20",1333
"month21",1455
"month22",1339
"month23",1365
"month24",1349
