"","x"
"month0",943
"month1",820
"month2",710
"month3",646
"month4",570
"month5",415
"month6",419
"month7",422
"month8",434
"month9",423
"month10",394
"month11",426
"month12",401
"month13",412
"month14",409
"month15",434
"month16",358
"month17",442
"month18",384
"month19",383
"month20",408
"month21",443
"month22",399
"month23",395
"month24",532
