"","x"
"month0",346
"month1",329
"month2",261
"month3",217
"month4",187
"month5",156
"month6",216
"month7",279
"month8",336
"month9",378
"month10",403
"month11",411
"month12",379
"month13",322
"month14",236
"month15",222
"month16",186
"month17",174
"month18",179
"month19",225
"month20",305
"month21",324
"month22",377
"month23",382
"month24",418
