"","x"
"month0",930
"month1",913
"month2",847
"month3",740
"month4",722
"month5",613
"month6",765
"month7",882
"month8",942
"month9",1052
"month10",1092
"month11",1205
"month12",1018
"month13",964
"month14",868
"month15",669
"month16",665
"month17",607
"month18",700
"month19",808
"month20",909
"month21",948
"month22",1084
"month23",1099
"month24",1142
