"","x"
"month0",364
"month1",317
"month2",291
"month3",228
"month4",242
"month5",207
"month6",214
"month7",196
"month8",175
"month9",169
"month10",204
"month11",189
"month12",180
"month13",190
"month14",180
"month15",157
"month16",172
"month17",198
"month18",158
"month19",172
"month20",178
"month21",182
"month22",195
"month23",154
"month24",235
