"","x"
"month0",71
"month1",54
"month2",50
"month3",33
"month4",24
"month5",26
"month6",27
"month7",23
"month8",26
"month9",22
"month10",29
"month11",18
"month12",26
"month13",18
"month14",19
"month15",27
"month16",17
"month17",23
"month18",19
"month19",14
"month20",15
"month21",24
"month22",28
"month23",16
"month24",33
