"","x"
"month0",937
"month1",879
"month2",818
"month3",676
"month4",649
"month5",573
"month6",512
"month7",512
"month8",550
"month9",494
"month10",543
"month11",521
"month12",527
"month13",526
"month14",557
"month15",497
"month16",523
"month17",487
"month18",484
"month19",497
"month20",458
"month21",516
"month22",497
"month23",456
"month24",634
